Employee ID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
308,10-Oct-22,Leadership Development,External,Failed,East Diana,Stephen Wheeler,5,742.16
309,09-Sep-22,Technical Skills,External,Failed,North Alexandria,Jennifer Rodriguez,3,517.74
310,16-Oct-22,Project Management,Internal,Incomplete,Williamsshire,Samuel Ward,4,350.59
311,17-Oct-22,Leadership Development,Internal,Incomplete,New Jacobton,Christopher Brown,1,546.94
312,29-Apr-23,Communication Skills,Internal,Completed,West Davidview,Christopher Mcfarland,4,514.37
313,25-Oct-22,Leadership Development,Internal,Incomplete,West Christopher,Gregory Woodward,5,786.98
314,18-Mar-23,Project Management,Internal,Passed,New Dennis,Douglas Green,4,852.21
315,29-Jul-23,Communication Skills,External,Failed,Port Kelly,Gregory Davis,4,761.63
316,20-Apr-23,Technical Skills,External,Passed,South Micheleton,Susan Wilson,5,202.62
317,20-Aug-22,Communication Skills,External,Passed,West Jacob,Joseph Flowers,5,414.75
318,17-Oct-22,Communication Skills,External,Completed,Angelastad,Mindy Saunders PhD,4,344.55
319,19-May-23,Project Management,Internal,Failed,Lake Kenneth,Stephen Parker,1,777.46
320,25-Aug-22,Leadership Development,External,Completed,Matthewhaven,Michael Cummings,3,948.71
321,19-Jan-23,Customer Service,Internal,Passed,New Kimberly,Dustin Morgan,5,308.77
322,24-Feb-23,Customer Service,External,Incomplete,Goodmouth,Lynn Cuevas,1,891.25
323,30-Mar-23,Customer Service,Internal,Passed,East Lindsay,Michael Kramer,2,659.9
324,30-Sep-22,Project Management,Internal,Failed,Lake Theresa,Paul Torres,2,858.72
325,28-Mar-23,Project Management,External,Failed,Victorville,Robert Chapman,5,380.24
326,01-May-23,Leadership Development,External,Passed,Flemingport,Bryan Jones,5,505.4
327,02-Jul-23,Leadership Development,Internal,Passed,Abbottton,Belinda Gonzalez,3,609.01
328,24-Mar-23,Customer Service,Internal,Failed,West Erinhaven,Jonathan Rodriguez,3,656.38
329,11-Jun-23,Project Management,External,Passed,Port Victoria,Sandra Bates,5,692.63
330,20-Nov-22,Project Management,Internal,Incomplete,East Michellechester,Lisa Jenkins,3,633.72
331,14-Sep-22,Communication Skills,Internal,Failed,Bradshawburgh,Seth Smith,2,517.62
332,13-Aug-22,Leadership Development,External,Incomplete,Anthonystad,Adrian Gray,4,231.76
333,01-Mar-23,Customer Service,Internal,Passed,Thomasborough,Tyler Sanchez,2,605.12
334,01-Apr-23,Project Management,Internal,Failed,Shawnaport,Felicia Johnson,1,297.12
335,20-Feb-23,Leadership Development,Internal,Incomplete,Port Joseph,Joe Anderson,2,384.43
336,19-Dec-22,Leadership Development,Internal,Passed,Lopezport,Brian Sanchez,4,969.95
337,17-Jan-23,Project Management,External,Failed,Dawnchester,Morgan Haas,5,719.7
338,30-Oct-22,Leadership Development,External,Incomplete,Donnaland,Calvin Simmons,1,355.83
339,24-Nov-22,Customer Service,Internal,Incomplete,Taylorhaven,Dana Adams,3,754.47
340,06-Feb-23,Leadership Development,External,Incomplete,Dennishaven,Sarah Perkins,2,890.39
341,14-Feb-23,Project Management,Internal,Passed,West Ryan,Justin Ingram,3,268.78
342,28-Jan-23,Project Management,Internal,Failed,Smithborough,Alejandro Flynn,4,930.72
343,02-Sep-22,Customer Service,External,Completed,West Catherineton,Lori Smith,5,924.85
344,01-Nov-22,Technical Skills,Internal,Incomplete,Port Jesse,Marissa Johnson,5,284.38
345,30-Nov-22,Communication Skills,External,Passed,Lisaberg,Samantha Chan,1,395.1
346,02-Jul-23,Technical Skills,External,Failed,Bellview,James Dominguez,2,501.64
347,22-Oct-22,Communication Skills,Internal,Failed,New Vernonberg,Christopher Becker,5,792.72
348,01-Aug-23,Technical Skills,Internal,Completed,Lake Peter,Ernest Walter,4,594.15
349,26-Nov-22,Technical Skills,Internal,Incomplete,Mooreshire,Zoe Smith,3,870.01
350,29-Jan-23,Leadership Development,Internal,Incomplete,North Miguelport,Jennifer Jimenez,2,610.06
351,20-Dec-22,Project Management,Internal,Passed,Port Brian,Marcia Johnson,2,278.16
352,01-Nov-22,Communication Skills,External,Completed,Smithchester,Emily Harmon,4,218.93
353,16-Dec-22,Communication Skills,Internal,Incomplete,Clarkehaven,Mark Zamora,5,179.21
354,03-Aug-23,Communication Skills,External,Failed,Aprilville,Amanda Brooks,2,983.37
355,13-Mar-23,Project Management,Internal,Completed,West Mark,Todd Hansen,5,534.28
356,06-Apr-23,Technical Skills,Internal,Incomplete,Michellefort,Dwayne Day,3,301.39
357,26-May-23,Project Management,External,Incomplete,Williamview,Jessica Turner,3,231.65
358,10-Aug-22,Communication Skills,Internal,Completed,Danielchester,Mary Galloway,2,994.81
359,14-Feb-23,Customer Service,External,Incomplete,South Lisaview,Mary Bonilla,4,729.91
360,20-Sep-22,Leadership Development,Internal,Passed,North Anthonyberg,Douglas Barton,2,538.02
361,09-Oct-22,Project Management,Internal,Failed,Port Davidfurt,Stephen Chandler,4,903.88
362,29-Aug-22,Customer Service,Internal,Passed,Lake Allisonhaven,Tonya Wiley,4,196.94
363,15-Dec-22,Project Management,Internal,Completed,Danielleburgh,Dana Martin,2,285.83
364,28-Dec-22,Project Management,External,Incomplete,Poolemouth,John Wilson,4,818.6
365,10-Apr-23,Leadership Development,External,Incomplete,Anthonybury,Joshua Gallagher,1,610.97
366,18-Nov-22,Technical Skills,Internal,Completed,East David,Justin Herrera,1,762.83
367,20-Sep-22,Project Management,External,Incomplete,Medinafort,Jesus Jackson,5,438.44
368,19-Oct-22,Project Management,Internal,Incomplete,East Briantown,Denise Lopez,4,271.9
369,31-Jan-23,Communication Skills,External,Incomplete,Danatown,David Hernandez,2,629.2
370,06-Sep-22,Leadership Development,Internal,Incomplete,Marshallland,Jamie Davis MD,1,850.28
371,01-Oct-22,Leadership Development,External,Passed,New Brittanyshire,Eric Bradley,1,321.25
372,03-Jun-23,Customer Service,Internal,Passed,Ericamouth,Amy Fowler,1,475.32
373,08-Sep-22,Leadership Development,External,Failed,West Anthony,Julie Sanders,4,847.2
374,08-Oct-22,Customer Service,Internal,Completed,Colemanton,Ashley Miller,1,983.35
375,25-Jun-23,Technical Skills,External,Passed,North Shawnville,Candace Brown,3,880.9
376,02-Aug-23,Customer Service,External,Completed,South Kimberly,Adam Smith,3,795.72
377,20-Jun-23,Communication Skills,Internal,Completed,Port Kevinland,Anna Dennis,2,909.56
378,28-Jan-23,Communication Skills,External,Failed,New Ashleyburgh,Danny Santiago,5,145.7
379,06-Mar-23,Communication Skills,Internal,Passed,Joneston,Charles Lee,1,397.48
380,26-May-23,Communication Skills,External,Failed,West David,Grace Wheeler,3,326.7
381,20-Sep-22,Leadership Development,Internal,Failed,East Amy,Tammy Bowen,4,718.16
382,21-Feb-23,Communication Skills,Internal,Passed,Jameschester,Jose Gates,5,162.46
383,15-Jan-23,Customer Service,Internal,Completed,Port Marie,Kara English MD,3,924.64
384,04-Oct-22,Leadership Development,Internal,Passed,Carrollfort,Kristina Nelson,4,628.48
385,27-Jun-23,Communication Skills,Internal,Passed,Michaeltown,David Evans,1,678.07
386,29-Jun-23,Technical Skills,External,Passed,West Hannah,Lindsay Rogers,1,106.91
387,20-Dec-22,Communication Skills,External,Incomplete,Banksland,Paul Simon,1,195.95
388,18-Apr-23,Communication Skills,External,Completed,Port Nancy,Natasha Lewis,1,918.34
389,16-Jan-23,Communication Skills,External,Incomplete,Castilloville,Grace Archer,3,425.34
390,03-Mar-23,Communication Skills,External,Completed,Port Kelly,Anthony Burns,3,512.53
391,05-Feb-23,Leadership Development,External,Completed,Andersonland,Jason Jones,3,146.48
392,20-Apr-23,Leadership Development,External,Completed,North Coleview,Anthony Hodges,3,578.62
393,02-Apr-23,Technical Skills,External,Failed,Danastad,Stacy Leonard,3,255.61
394,13-Feb-23,Leadership Development,Internal,Passed,Michelleburgh,Kevin Miller,5,370.26
395,28-Dec-22,Communication Skills,Internal,Failed,Hamiltonberg,Catherine Lewis,2,302.97
396,13-Sep-22,Communication Skills,Internal,Completed,Rodriguezmouth,Diana Benton,3,632.28
397,01-Mar-23,Customer Service,Internal,Incomplete,North Trevor,Stephanie Cook,2,669.41
398,04-Jan-23,Communication Skills,External,Passed,Olsonmouth,Kelly Rogers,3,191.99
399,02-May-23,Customer Service,Internal,Incomplete,Leahburgh,Jessica Garcia,2,695.11
400,06-Aug-22,Communication Skills,Internal,Failed,New Melissachester,David Dennis,2,634.92
401,03-Jul-23,Communication Skills,Internal,Incomplete,Madisonview,Michael Murillo,5,873.98
402,14-Oct-22,Communication Skills,External,Passed,Lake Sarah,Mary Ramirez,3,602.33
403,08-Jun-23,Technical Skills,Internal,Failed,Lake Christopherfort,Ryan Craig,3,807.02
404,02-Oct-22,Project Management,Internal,Completed,North Ian,Rachel Harris,4,411.94
405,15-Sep-22,Customer Service,External,Completed,East Jaime,Ryan Flores,4,537.73
406,03-May-23,Technical Skills,Internal,Incomplete,Fordborough,Jonathan French,5,930.1
407,23-Nov-22,Communication Skills,External,Completed,Toddport,John Mercado,3,249.66
408,24-Dec-22,Communication Skills,Internal,Passed,Hunterfort,Brian Rocha,5,691.82
409,23-Aug-22,Customer Service,Internal,Passed,Ortegafort,David Rodriguez,4,938.59
410,25-Nov-22,Project Management,External,Completed,North Russellstad,Luis Reynolds,1,746.8
411,14-Dec-22,Technical Skills,External,Incomplete,Beardland,Jennifer Ferguson,1,690.75
412,24-Aug-22,Project Management,External,Incomplete,Andreahaven,Gwendolyn Sullivan,4,544.19
413,17-Feb-23,Technical Skills,Internal,Completed,Deleonborough,Misty Miranda,5,918.34
414,21-Jan-23,Customer Service,Internal,Failed,North Vincentstad,Kimberly Blankenship,3,997.2
415,28-Dec-22,Customer Service,Internal,Incomplete,Aaronburgh,Joshua David,3,633.96
416,27-Oct-22,Customer Service,External,Passed,Fordside,Julie Lewis,2,638.69
417,05-Jan-23,Project Management,Internal,Passed,North James,Brandon Braun,1,643.82
418,24-Jun-23,Project Management,External,Failed,Lake Davidbury,Jermaine Coleman,1,840.76
419,13-Apr-23,Leadership Development,Internal,Passed,Port Hannahhaven,Andrew Schwartz,1,108.04
420,16-Feb-23,Communication Skills,Internal,Completed,Kevinfort,Kari Finley,5,889.57
421,08-Dec-22,Customer Service,Internal,Completed,Kevinmouth,Karen Brown,5,835.97
422,13-Apr-23,Technical Skills,Internal,Failed,Lake Lauren,Andrea Cervantes,3,585.66
423,15-Mar-23,Communication Skills,Internal,Passed,Hernandezstad,James Welch,3,255.55
424,05-Mar-23,Technical Skills,External,Incomplete,Port Christiantown,Sean Wallace,4,695.24
425,13-Mar-23,Technical Skills,Internal,Failed,Beckland,Michael Barnes,1,850.15
426,02-Dec-22,Project Management,External,Completed,Mcfarlandside,Mary Baker,3,938.04
427,25-Apr-23,Project Management,External,Passed,Brettview,Crystal Norton,1,684.24
428,30-Aug-22,Technical Skills,Internal,Failed,South Crystal,Dr. Jennifer Jones,5,956.11
429,26-Nov-22,Communication Skills,External,Failed,Nicholsview,Claudia Williams,4,441.43
430,26-Aug-22,Leadership Development,External,Passed,New Robertfurt,Thomas Moran,4,193.99
431,15-Oct-22,Technical Skills,External,Failed,Kellyland,Danielle Peck,3,790.72
432,06-Aug-22,Communication Skills,Internal,Completed,Patelstad,Crystal Baldwin,4,894.75
433,18-Sep-22,Customer Service,Internal,Passed,South Jose,Tiffany Adams,4,863.73
434,27-Apr-23,Project Management,External,Incomplete,Patriciamouth,Diane Alvarado,2,746.99
435,21-Sep-22,Leadership Development,Internal,Passed,Morganshire,Jessica Alexander,4,360.38
436,26-Aug-22,Technical Skills,Internal,Incomplete,New Emilyland,Andrew Hendricks,1,298.3
437,28-Dec-22,Leadership Development,External,Passed,South Rickyton,James Garcia,3,537.12
438,12-May-23,Customer Service,External,Passed,Lake Tony,George Swanson,2,996.18
439,20-Jun-23,Communication Skills,Internal,Completed,Roseberg,Brandy Allison,4,764.43
440,13-Nov-22,Communication Skills,External,Failed,Jessetown,Michael Carlson,5,490.33
441,23-Oct-22,Customer Service,Internal,Incomplete,Gallowaychester,Heather Price,4,758.41
442,21-Feb-23,Technical Skills,External,Incomplete,Kingview,Heather Butler,3,367.56
443,03-May-23,Leadership Development,Internal,Failed,Sarahberg,Kimberly Gray,5,582.49
444,30-Jan-23,Leadership Development,External,Incomplete,New Jennaton,Christopher Garcia,2,561.14
445,20-Jul-23,Communication Skills,Internal,Passed,Kathleenhaven,Angela Perez MD,5,458.8
446,06-Feb-23,Communication Skills,Internal,Passed,Jenniferville,Jennifer Estrada,3,207.17
447,26-May-23,Technical Skills,External,Completed,Merrittstad,Johnny Austin,4,784.89
448,06-Aug-22,Leadership Development,Internal,Failed,Billymouth,Vicki Cook,5,151.43
449,09-Oct-22,Customer Service,Internal,Passed,Shermanhaven,Kristen Brown,5,675.71
450,23-Jun-23,Project Management,Internal,Incomplete,Whitefurt,Thomas Frederick,5,436.63
451,25-Oct-22,Communication Skills,External,Completed,Teresaberg,Jason Leonard,2,387.11
452,04-Sep-22,Technical Skills,Internal,Passed,Suarezfort,Janet Schneider,4,320.38
453,05-Apr-23,Technical Skills,Internal,Passed,Pearsonfort,Bryan Sanchez,2,294.55
454,14-Dec-22,Customer Service,External,Completed,South Anthonystad,Gina Williams,1,832.86
455,15-May-23,Leadership Development,Internal,Passed,Wallacemouth,Rachel Moore,5,223.34
456,30-Sep-22,Customer Service,External,Incomplete,Lake Olivia,Heather Peters,3,456.95
457,11-May-23,Project Management,External,Passed,Jameston,Mrs. Brittany Avila,5,988.47
458,22-May-23,Technical Skills,External,Incomplete,Graymouth,Brittany Mack,1,429.49
459,18-Oct-22,Project Management,Internal,Failed,Michelleview,Mark Cooper,3,798.97
460,06-Mar-23,Customer Service,Internal,Incomplete,Michelleshire,Richard Harris,2,864.22
461,01-Jun-23,Communication Skills,Internal,Passed,West Jessicamouth,Crystal Roberts,1,302.52
462,02-Feb-23,Leadership Development,External,Completed,East Sarahstad,Alisha Petersen,4,152.66
463,14-Apr-23,Customer Service,Internal,Completed,Lake Stephaniefort,Ralph Chavez,2,399.05
464,25-Jun-23,Customer Service,Internal,Completed,Navarrochester,Samuel Sparks,2,791.74
465,06-Dec-22,Leadership Development,External,Incomplete,New Jordan,Pamela Rodriguez,4,770.23
466,16-Dec-22,Project Management,External,Completed,Johnsontown,Valerie Collins,3,746.05
467,13-Jan-23,Technical Skills,External,Completed,East Danielside,Jennifer Richmond,2,177.66
468,10-Apr-23,Leadership Development,Internal,Passed,Sharonfort,Sharon Matthews,5,429.38
469,25-Aug-22,Leadership Development,External,Incomplete,Sharonstad,Wendy Lopez,3,867.59
470,17-Apr-23,Communication Skills,External,Failed,Lisaport,Anita Wright,5,502.65
471,06-Mar-23,Technical Skills,Internal,Completed,South Johnchester,Reginald Shaw,3,488.68
472,11-Apr-23,Project Management,Internal,Passed,Mistybury,Albert Schneider,3,416.76
473,11-Feb-23,Leadership Development,External,Passed,Mackenziemouth,Mark Ramirez,4,336.08
474,19-Feb-23,Project Management,External,Failed,Lake Kelliton,Stephanie Stevens,1,798.37
475,04-Nov-22,Technical Skills,Internal,Passed,Lake Veronica,Sherry Cortez,3,499.48
476,08-Mar-23,Technical Skills,External,Completed,Shelbyside,David Evans,2,615.32
477,12-Mar-23,Technical Skills,External,Failed,Reyesview,Leonard Miller,5,410.36
478,03-Aug-23,Leadership Development,External,Failed,North Ryan,Glenn Jensen,5,453.86
479,23-Jan-23,Project Management,Internal,Failed,South Joseton,Nathaniel Blevins,1,975.27
480,18-Apr-23,Leadership Development,External,Failed,Lake Meghan,Thomas Allen DDS,2,946.81
481,16-May-23,Communication Skills,Internal,Completed,Cooperview,Richard Flynn,5,142.57
482,13-Oct-22,Customer Service,Internal,Completed,Johnview,William Jones,5,186.57
483,22-Aug-22,Communication Skills,External,Incomplete,Melissabury,Jason Gibson,4,168.71
484,29-Jul-23,Communication Skills,External,Incomplete,North Georgeburgh,Danielle Maxwell,1,473.77
485,02-Jul-23,Leadership Development,External,Completed,East John,John Daniel,5,654.35
486,30-May-23,Customer Service,Internal,Incomplete,East April,Jenny Stewart,2,176.63
487,08-Aug-22,Customer Service,External,Failed,West Yvette,Christine Reed,3,385.82
488,23-Jul-23,Technical Skills,Internal,Incomplete,Boydfurt,Felicia Hart,5,428.44
489,01-Oct-22,Leadership Development,External,Completed,Rogersshire,Michele Ward,5,112.64
490,23-Jul-23,Communication Skills,External,Incomplete,North Randalltown,John Gonzalez,4,849.95
491,10-Aug-22,Technical Skills,External,Failed,West Ana,Corey Anthony,5,187.65
492,25-Dec-22,Customer Service,Internal,Failed,Lynchstad,Timothy Rice,1,285.56
493,09-Oct-22,Communication Skills,Internal,Incomplete,Lake Sharihaven,Bonnie Ross,3,793.43
494,01-Feb-23,Customer Service,External,Passed,Williamsborough,Diana Johnson,5,978.89
495,25-Feb-23,Customer Service,Internal,Completed,Lake Lesliehaven,Angela Norman,4,993.66
496,07-Sep-22,Customer Service,External,Completed,North Anthony,Jose Bell,3,768.55
497,23-Aug-22,Technical Skills,External,Completed,New Mark,Jeanette Kirby,3,140.78
498,05-Aug-23,Project Management,Internal,Passed,Lake Jacobborough,John Garza,3,598.07
499,18-Jan-23,Customer Service,External,Incomplete,Port Josephmouth,Pamela Fuentes,5,543.52
500,12-Jan-23,Technical Skills,Internal,Passed,New Kathrynchester,Ashley Robbins DDS,2,916.73
501,29-Jul-23,Customer Service,Internal,Completed,Valenzuelaland,Kelly Bruce,2,491.99
502,08-Mar-23,Technical Skills,Internal,Failed,Garciabury,Lindsey Maldonado,4,245.0
503,09-Dec-22,Communication Skills,External,Failed,Martinmouth,Ashley Carter,3,574.9
504,20-Jun-23,Technical Skills,Internal,Failed,Veronicabury,Ivan Patton,4,684.08
505,08-May-23,Leadership Development,Internal,Passed,Jessicaside,Jacqueline Mclaughlin,2,204.1
506,01-Nov-22,Leadership Development,External,Failed,Riceland,Oscar Briggs,1,789.33
507,21-Sep-22,Technical Skills,Internal,Completed,Pughland,Catherine Whitehead,3,812.13
508,12-May-23,Customer Service,Internal,Passed,Angelafurt,Christian Abbott,2,675.02
509,29-Jun-23,Project Management,Internal,Incomplete,New Darren,William Ford,4,343.07
510,13-Oct-22,Technical Skills,External,Incomplete,Lake Jamesport,Sarah Butler,5,986.78
511,25-Aug-22,Leadership Development,Internal,Failed,Kevinmouth,William Nguyen,5,511.15
512,28-May-23,Project Management,External,Failed,Taylorland,Joseph Hayden,5,305.09
513,10-Nov-22,Technical Skills,External,Failed,Jeffburgh,Jon Braun,4,746.57
514,01-Dec-22,Leadership Development,Internal,Failed,Gardnertown,Cindy Horn,5,434.39
515,03-Apr-23,Communication Skills,External,Completed,Franktown,Kristopher Turner,3,765.84
516,18-Nov-22,Communication Skills,Internal,Failed,North Brandonshire,Brian Powell,3,457.4
